Farmer ID,Farmer Name,Location,GPS Coordinates,Date of Registration,Farming Method,Irrigation Method,Training Received,Mango Trees (0–3 yrs),Mango Trees (3–5 yrs),Mango Trees (5+ yrs),Hass Trees (0–3 yrs),Hass Trees (3–5 yrs),Hass Trees (5+ yrs),Fuerte Trees (0–3 yrs),Fuerte Trees (3–5 yrs),Fuerte Trees (5+ yrs),Pixie Trees (0–3 yrs),Pixie Trees (3–5 yrs),Pixie Trees (5+ yrs),Mango Season 1,Mango Season 2,Mango Season 3,Hass Season 1,Hass Season 2,Hass Season 3,Fuerte Season 1,Fuerte Season 2,Fuerte Season 3,Pixie Season 1,Pixie Season 2,Pixie Season 3,Total Trees,Latitude,Longitude
F235,Melanie Bates,Wote,"-2.183703, 37.561239",2021-12-13,Conventional,Irrigated,Yes,27,4,18,4,5,8,21,0,0,6,9,9,650,608,848,291,411,335,0,0,0,441,495,333,111,-2.183703,37.561239
F236,Gregory Rojas,Kibwezi,"-2.101177, 37.655078",2021-02-27,Conventional,Irrigated,Yes,0,15,42,0,20,8,24,0,22,7,0,16,1638,1671,2157,604,300,556,902,550,616,544,368,336,154,-2.101177,37.655078
F237,Rachel Choi,Mbooni,"-1.935095, 37.40856",2024-10-23,Conventional,Rain-fed,Yes,31,0,9,0,21,20,3,15,23,0,0,0,351,342,432,714,834,705,686,679,1216,0,0,0,122,-1.935095,37.40856
F238,Alison Brown,Kathonzweni,"-2.312952, 37.963182",2020-05-27,Organic,Rain-fed,Yes,22,35,12,30,50,6,3,11,0,22,3,37,994,699,838,922,988,930,99,88,66,1720,1572,764,231,-2.312952,37.963182
F239,Brandon Jensen,Kilungu,"-2.033848, 37.511503",2021-08-02,Conventional,Rain-fed,No,1,4,7,13,5,3,7,19,24,0,0,0,287,399,234,105,110,161,842,1389,914,0,0,0,83,-2.033848,37.511503
F240,Joshua King,Ukia,"-1.258648, 37.606026",2024-09-19,Conventional,Rain-fed,Yes,58,41,0,25,0,0,35,43,13,0,0,0,615,205,205,0,0,0,914,955,540,0,0,0,215,-1.258648,37.606026
F241,Stephen Harris,Kilungu,"-2.398815, 37.540753",2025-03-30,Conventional,Irrigated,Yes,0,16,8,15,1,0,0,10,0,0,5,5,432,352,360,11,10,8,60,70,140,260,175,190,60,-2.398815,37.540753
F242,Anna Walker,Kasikeu,"-1.381678, 37.994116",2020-05-19,Organic,Irrigated,Yes,0,86,27,33,0,7,24,41,32,0,0,0,2257,1660,1483,308,280,315,1863,1270,1841,0,0,0,250,-1.381678,37.994116
F243,Samantha Mitchell,Thange,"-1.540822, 37.610023",2024-01-19,Organic,Irrigated,Yes,44,24,73,5,20,43,40,0,0,0,0,0,1580,2237,3207,1166,1083,2000,0,0,0,0,0,0,249,-1.540822,37.610023
F244,Heather Walker,Kyemole,"-1.882543, 37.673278",2023-03-31,Conventional,Rain-fed,No,18,0,32,17,19,18,0,25,8,0,0,0,1280,1312,1248,1128,984,1038,514,482,351,0,0,0,137,-1.882543,37.673278
F245,Brendan Walker,Nziu,"-2.055583, 37.360612",2020-06-15,Conventional,Rain-fed,No,8,6,9,0,2,0,8,2,6,4,4,1,294,237,384,30,20,28,146,274,220,82,61,64,50,-2.055583,37.360612
F246,Wendy Logan,Nziu,"-1.626778, 37.646206",2020-10-30,Organic,Irrigated,No,12,54,46,6,0,22,0,5,9,0,0,0,1650,2006,1512,682,726,1100,417,357,397,0,0,0,154,-1.626778,37.646206
F247,Brian Simpson,Kibwezi,"-2.424404, 37.570956",2024-06-21,Conventional,Rain-fed,Yes,3,21,11,1,3,0,0,4,9,0,0,0,488,682,409,27,24,33,322,465,317,0,0,0,52,-2.424404,37.570956
F248,Joshua Price,Kalawa,"-1.993398, 37.224972",2025-01-14,Organic,Rain-fed,Yes,52,2,0,66,59,0,34,0,15,0,0,0,22,16,22,354,413,885,600,525,675,0,0,0,228,-1.993398,37.224972
F249,Kenneth Bright,Nguu,"-1.339623, 37.895334",2025-12-05,Organic,Irrigated,Yes,20,15,17,11,31,18,5,32,32,0,0,0,633,1058,738,788,644,734,1120,1984,1664,0,0,0,181,-1.339623,37.895334
F250,Miss Nicole Pitts DDS,Nguu,"-1.6017, 38.024943",2024-12-04,Conventional,Irrigated,Yes,19,45,25,31,0,0,38,22,15,0,0,2,1690,1415,1780,0,0,0,743,895,845,80,90,40,197,-1.6017,38.024943
F251,Brian Jones,Thange,"-1.665338, 37.849266",2023-11-07,Conventional,Rain-fed,No,14,22,65,4,66,4,0,0,68,0,0,0,2605,2604,2778,722,882,476,1632,1632,2448,0,0,0,243,-1.665338,37.849266
F252,Anthony Garcia,Kasikeu,"-1.888786, 37.580407",2021-01-22,Organic,Irrigated,Yes,59,13,15,34,34,17,0,24,29,20,0,2,627,685,917,986,918,884,1520,902,922,84,90,58,247,-1.888786,37.580407
F253,Karen Mckay,Thange,"-1.799951, 37.44121",2021-05-24,Conventional,Irrigated,Yes,9,46,8,0,16,3,22,3,2,0,0,0,1012,628,964,168,298,177,120,72,119,0,0,0,109,-1.799951,37.44121
F254,David Wilkins,Ukia,"-1.316326, 38.080166",2021-12-03,Organic,Rain-fed,Yes,26,0,25,3,10,0,15,6,12,0,0,0,875,500,675,120,60,130,582,582,318,0,0,0,97,-1.316326,38.080166
F255,Nathaniel Mitchell,Nziu,"-2.319709, 37.245655",2024-10-24,Organic,Rain-fed,No,44,37,0,0,9,24,15,4,0,0,0,0,481,222,222,885,693,1248,52,36,32,0,0,0,133,-2.319709,37.245655
F256,Chad Martin,Thange,"-1.295475, 37.441576",2021-05-20,Conventional,Rain-fed,No,20,46,9,0,6,2,36,1,22,0,0,0,813,896,627,132,134,166,952,603,1067,0,0,0,142,-1.295475,37.441576
F257,Justin Lee,Kilungu,"-2.44588, 37.767065",2023-08-15,Conventional,Rain-fed,No,17,2,5,0,4,13,12,18,6,0,0,0,143,170,181,641,361,620,294,318,426,0,0,0,77,-2.44588,37.767065
F258,Thomas Murray,Kibwezi,"-1.702473, 37.218816",2020-08-17,Organic,Rain-fed,No,50,76,13,0,3,19,11,0,20,0,0,0,1447,1378,1224,897,841,527,480,940,440,0,0,0,192,-1.702473,37.218816
F259,Cynthia Thompson,Kalawa,"-2.108886, 37.520651",2022-03-03,Organic,Rain-fed,No,55,29,2,29,0,0,21,19,22,0,0,0,225,207,224,0,0,0,1029,809,1104,0,0,0,177,-2.108886,37.520651
F260,Jessica Howard,Kathonzweni,"-2.157508, 37.400089",2025-04-23,Conventional,Rain-fed,No,0,33,80,0,8,34,38,22,0,0,0,0,4217,3262,3558,872,902,1576,308,132,242,0,0,0,215,-2.157508,37.400089
F261,Lee Schroeder,Sultan Hamud,"-1.89045, 37.576052",2022-06-30,Conventional,Irrigated,No,47,0,26,0,10,11,11,20,0,0,0,11,1066,832,1274,380,385,391,280,140,180,319,484,473,136,-1.89045,37.576052
F262,Kimberly Best,Mbooni,"-1.298318, 38.082323",2023-04-27,Organic,Rain-fed,Yes,1,15,10,0,5,3,12,0,0,0,7,0,540,325,715,210,98,159,0,0,0,105,77,105,53,-1.298318,38.082323
F263,Melissa Landry,Kyemole,"-2.317758, 37.518384",2020-08-08,Conventional,Rain-fed,No,21,0,15,0,4,25,0,4,9,5,8,3,555,480,675,777,1027,1231,459,315,285,217,217,183,94,-2.317758,37.518384
F264,Dustin Ayers,Nguu,"-2.078463, 38.122961",2024-11-09,Organic,Rain-fed,Yes,14,5,10,0,9,9,9,0,1,0,0,0,305,530,510,459,585,441,38,42,35,0,0,0,57,-2.078463,38.122961
F265,Kaitlyn Powell,Wote,"-2.343051, 38.103872",2023-05-12,Organic,Rain-fed,No,63,18,18,14,28,0,47,35,0,8,12,0,666,828,954,336,280,420,350,525,385,144,84,60,243,-2.343051,38.103872
F266,Stephen Roberson DDS,Nzaui,"-2.353164, 37.545372",2021-04-20,Conventional,Irrigated,Yes,7,0,36,30,0,1,44,35,32,5,15,0,1728,1368,864,29,29,36,1642,1400,1540,210,75,165,205,-2.353164,37.545372
F267,Jose Houston,Kasikeu,"-2.104435, 37.316156",2025-12-17,Conventional,Rain-fed,No,0,35,24,31,5,20,37,0,34,0,0,0,1356,1083,867,840,1075,540,1360,1496,816,0,0,0,186,-2.104435,37.316156
F268,Gregory Davis,Nguu,"-2.432648, 37.433874",2020-09-16,Conventional,Rain-fed,Yes,43,0,5,6,0,11,17,0,14,0,4,3,235,240,235,374,385,550,378,364,462,184,163,157,103,-2.432648,37.433874
F269,James Bailey,Mtito Andei,"-2.27076, 37.473919",2022-10-01,Conventional,Irrigated,Yes,8,74,0,55,48,32,0,9,0,0,0,0,814,888,518,1584,1904,1936,99,63,135,0,0,0,226,-2.27076,37.473919
F270,Michelle Armstrong,Kilungu,"-1.345164, 37.354533",2025-03-14,Organic,Rain-fed,Yes,38,47,2,0,15,10,8,0,22,0,0,0,391,519,442,675,440,300,968,880,968,0,0,0,142,-1.345164,37.354533
F271,Jessica Barnett,Nzaui,"-1.82843, 37.389671",2024-07-27,Organic,Rain-fed,Yes,0,44,40,0,28,32,0,0,0,21,0,0,2540,1316,1900,1188,1336,1808,0,0,0,0,0,0,165,-1.82843,37.389671
F272,Dr. Jennifer Wheeler,Sultan Hamud,"-2.11574, 37.525554",2022-01-01,Conventional,Rain-fed,No,0,55,18,0,6,23,3,0,25,9,19,0,1634,872,981,640,1048,1044,925,1100,525,285,152,95,158,-2.11574,37.525554
F273,Cathy Butler,Makindu,"-1.871981, 37.406086",2025-08-09,Conventional,Rain-fed,Yes,0,31,24,22,1,0,0,19,24,11,6,0,1287,1267,1562,8,15,15,1125,1074,1409,90,78,30,138,-1.871981,37.406086
F274,Heather Wright,Nziu,"-2.113988, 37.628937",2025-04-01,Organic,Irrigated,Yes,17,16,20,0,8,0,0,5,2,0,0,0,696,900,604,72,64,48,163,116,134,0,0,0,68,-2.113988,37.628937
F275,Charles Flores,Kalawa,"-1.956793, 37.538177",2021-04-06,Conventional,Irrigated,Yes,47,41,34,17,0,32,27,35,5,0,0,0,960,1940,1723,1376,672,1216,575,675,490,0,0,0,238,-1.956793,37.538177
F276,Allen Stewart,Ukia,"-1.464996, 37.276669",2022-08-18,Organic,Rain-fed,Yes,0,47,71,22,0,32,37,0,21,8,0,0,3428,2554,2908,1440,1312,960,1050,588,630,0,0,0,238,-1.464996,37.276669
F277,Anthony Russell,Mtito Andei,"-2.040445, 37.43974",2023-10-01,Conventional,Irrigated,Yes,42,27,0,0,26,6,38,42,0,29,1,0,324,216,243,382,394,350,462,630,252,5,13,13,211,-2.040445,37.43974
F278,Kelli Hamilton,Emali,"-2.424826, 37.639755",2022-06-12,Organic,Irrigated,Yes,44,0,21,17,0,34,13,0,4,0,0,0,525,462,924,1564,1598,1700,136,80,116,0,0,0,133,-2.424826,37.639755
F279,Thomas Daniels,Nziu,"-2.015205, 37.478005",2024-07-09,Conventional,Irrigated,No,35,30,0,27,0,8,0,26,27,0,0,0,450,270,450,272,360,344,880,1396,1450,0,0,0,153,-2.015205,37.478005
F280,Melissa Barton,Emali,"-1.653166, 37.998104",2023-09-04,Conventional,Irrigated,No,0,61,79,44,0,2,2,2,50,0,0,0,3860,4237,4014,46,98,74,1578,1062,1470,0,0,0,240,-1.653166,37.998104
F281,Chad Brown,Mtito Andei,"-1.346551, 37.401535",2022-10-17,Conventional,Rain-fed,No,59,66,31,24,20,0,0,0,0,9,16,5,1140,1404,1396,140,100,120,0,0,0,448,352,228,230,-1.346551,37.401535
F282,Kelly Rodriguez,Mtito Andei,"-1.957664, 38.14047",2022-07-19,Organic,Irrigated,Yes,0,50,47,0,36,26,1,0,17,0,0,13,2900,2245,1878,1040,1508,882,408,391,782,520,559,286,190,-1.957664,38.14047
F283,Kevin Garcia,Makindu,"-2.320144, 37.306013",2023-06-20,Organic,Irrigated,No,83,13,30,46,16,0,0,2,53,0,0,0,1605,1605,734,192,240,208,1936,2462,1076,0,0,0,243,-2.320144,37.306013
F284,Michael Barrera,Kathonzweni,"-1.916103, 38.076631",2022-01-27,Conventional,Rain-fed,No,10,0,57,31,36,4,6,39,67,0,0,0,1767,1368,2736,520,572,544,3360,2992,2679,0,0,0,250,-1.916103,38.076631
F285,Blake Sanchez,Nzaui,"-1.263151, 38.026103",2021-06-21,Organic,Irrigated,No,15,37,80,27,1,41,0,12,25,0,0,0,3275,2019,2973,2057,1074,1113,1118,1172,793,0,0,0,238,-1.263151,38.026103
F286,Jeffrey Allen,Ukia,"-1.696612, 37.721858",2024-12-22,Conventional,Rain-fed,No,20,32,87,19,27,0,0,0,21,24,0,13,3237,4249,4052,324,243,135,924,1008,714,572,364,546,243,-1.696612,37.721858
F287,Hannah Snyder,Nziu,"-2.460435, 37.558492",2025-03-16,Conventional,Rain-fed,No,12,4,10,6,6,13,16,0,1,10,18,0,440,404,430,709,438,677,28,22,31,126,108,126,96,-2.460435,37.558492
F288,Dr. David Bond,Kitise,"-1.312274, 37.228571",2020-01-25,Conventional,Irrigated,Yes,23,45,60,30,1,38,0,0,8,0,0,0,3015,2685,3435,1185,1449,1533,176,232,296,0,0,0,205,-1.312274,37.228571
F289,Anthony Rogers,Mbooni,"-1.887031, 37.396298",2024-07-01,Conventional,Rain-fed,Yes,0,0,41,19,12,18,0,0,23,0,0,0,1927,1804,1189,780,960,1068,828,1150,713,0,0,0,113,-1.887031,37.396298
F290,Thomas Duke,Kalawa,"-2.34426, 37.379956",2025-10-23,Conventional,Irrigated,Yes,54,12,5,11,2,30,7,7,17,0,0,0,250,311,200,1014,792,1426,801,495,596,0,0,0,145,-2.34426,37.379956
F291,Jared Johnson,Ukia,"-1.222771, 37.599763",2022-03-04,Organic,Irrigated,No,0,45,5,8,1,6,19,0,29,17,10,0,680,655,430,241,133,267,870,1247,1073,130,110,150,140,-1.222771,37.599763
F292,Maria Anderson,Sultan Hamud,"-1.276607, 37.222117",2023-11-24,Organic,Irrigated,No,70,59,24,4,0,0,19,0,26,0,4,0,1437,799,1714,0,0,0,1170,754,1248,56,20,44,206,-1.276607,37.222117
F293,Ashley Barnes,Kilungu,"-1.576014, 38.069474",2021-01-19,Organic,Irrigated,Yes,8,59,6,39,27,23,0,31,23,0,0,9,723,865,493,1501,829,1312,1015,1468,1247,216,450,369,225,-1.576014,38.069474
F294,Tyler Cook,Kalawa,"-2.421362, 37.23289",2024-05-23,Organic,Irrigated,Yes,17,0,1,9,6,19,1,26,20,0,0,0,31,29,32,844,770,692,1198,864,1178,0,0,0,99,-2.421362,37.23289
F295,Anna Spencer,Kathonzweni,"-1.21878, 38.073694",2025-01-13,Organic,Irrigated,No,1,40,25,4,15,0,11,0,6,0,0,0,1425,1280,1465,150,195,120,174,144,258,0,0,0,102,-1.21878,38.073694
F296,Sherry Watts,Kathonzweni,"-2.493469, 37.250958",2024-07-06,Organic,Rain-fed,Yes,0,16,27,0,2,7,17,0,12,2,0,0,942,743,727,366,340,271,324,600,588,0,0,0,83,-2.493469,37.250958
F297,Rachel Warren,Nziu,"-2.47611, 37.518758",2022-01-06,Organic,Rain-fed,Yes,7,0,35,0,18,0,4,26,17,0,0,0,1085,1260,1540,216,108,180,1058,762,803,0,0,0,107,-2.47611,37.518758
F298,Leslie Anderson,Mtito Andei,"-1.650048, 37.826917",2024-12-15,Conventional,Irrigated,No,29,8,53,24,37,12,39,31,1,0,0,0,1172,2216,2139,1131,715,473,180,495,476,0,0,0,234,-1.650048,37.826917
F299,Tyrone Black,Kyemole,"-2.298443, 37.462297",2025-03-01,Organic,Rain-fed,No,24,13,0,19,23,0,8,21,0,19,14,35,65,169,91,184,253,322,210,210,210,1260,1176,1330,176,-2.298443,37.462297
F300,Jamie Brewer,Thange,"-1.924454, 37.966339",2022-01-03,Conventional,Irrigated,Yes,3,8,26,7,0,0,0,10,7,0,5,3,1126,1290,928,0,0,0,442,277,337,206,145,162,69,-1.924454,37.966339
F301,William Davidson,Nguu,"-2.258488, 37.837792",2022-10-22,Organic,Irrigated,No,9,31,11,6,5,3,0,12,3,4,0,2,620,496,691,152,85,161,279,258,276,88,86,66,86,-2.258488,37.837792
F302,William Ho,Wote,"-1.832535, 37.826158",2025-03-28,Conventional,Irrigated,No,0,5,48,28,21,3,12,16,0,3,0,0,1596,1548,1422,237,393,279,240,240,208,0,0,0,136,-1.832535,37.826158
F303,Lisa Sutton,Emali,"-1.655, 37.886417",2025-09-19,Conventional,Irrigated,Yes,39,15,22,24,30,0,11,0,0,0,0,0,964,657,1191,240,390,360,0,0,0,0,0,0,141,-1.655,37.886417
F304,Michael Johnson,Nguu,"-2.447015, 37.538586",2023-11-07,Organic,Irrigated,No,16,16,3,4,2,7,0,0,8,0,1,0,296,251,149,294,313,170,392,336,336,10,12,7,57,-2.447015,37.538586
F305,Lisa Harris,Thange,"-1.727201, 37.68755",2020-01-17,Conventional,Irrigated,No,25,56,22,21,0,32,26,46,3,0,0,0,1382,1300,1552,1184,896,1024,661,697,776,0,0,0,231,-1.727201,37.68755
F306,Patricia Rodriguez,Kalawa,"-2.35739, 38.173116",2023-10-23,Organic,Rain-fed,No,20,9,22,0,3,13,29,39,3,20,25,8,1133,859,538,284,355,666,417,537,408,481,309,636,191,-2.35739,38.173116
F307,Dustin Watkins,Kathonzweni,"-1.665748, 37.293192",2022-03-22,Conventional,Rain-fed,No,63,47,0,0,0,33,28,31,0,0,11,4,517,282,235,1584,1155,792,403,372,434,197,365,234,217,-1.665748,37.293192
F308,John Beck,Makindu,"-1.470644, 38.010795",2023-08-21,Organic,Irrigated,Yes,50,47,95,0,0,0,0,39,16,0,0,0,4554,2419,2700,0,0,0,1009,609,856,0,0,0,247,-1.470644,38.010795
F309,Kelli Lewis,Thange,"-1.404697, 38.166204",2022-08-24,Conventional,Rain-fed,No,15,29,85,0,0,43,37,0,14,0,0,0,2871,3804,3236,1763,1634,946,294,420,364,0,0,0,223,-1.404697,38.166204
F310,Brandon Torres,Nzaui,"-2.176185, 37.338572",2024-07-18,Organic,Rain-fed,Yes,28,0,58,15,13,48,8,21,6,0,0,0,2146,1450,2436,2273,1509,1897,486,378,405,0,0,0,197,-2.176185,37.338572
F311,Nathan Crawford,Kalawa,"-1.623701, 37.205378",2020-04-16,Conventional,Irrigated,No,45,13,80,41,0,0,30,0,25,0,0,0,2504,1743,1905,0,0,0,875,1100,950,0,0,0,234,-1.623701,37.205378
F312,Dawn Ballard,Mtito Andei,"-1.993121, 37.439058",2022-02-25,Conventional,Rain-fed,No,24,23,0,13,0,18,0,13,6,0,0,0,230,138,161,522,774,864,339,320,360,0,0,0,97,-1.993121,37.439058
F313,Stephen Gamble,Kathonzweni,"-1.559989, 37.410742",2024-05-12,Conventional,Irrigated,Yes,43,28,11,16,0,3,33,14,0,0,0,0,527,421,733,93,66,132,112,98,210,0,0,0,148,-1.559989,37.410742
F314,Vanessa Durham,Nziu,"-2.019913, 37.698254",2022-09-17,Organic,Irrigated,No,24,23,1,0,19,1,1,17,30,12,7,0,163,379,200,292,126,283,882,1541,1383,70,105,84,135,-2.019913,37.698254
F315,Linda Nicholson,Kitise,"-2.041384, 38.082723",2025-09-04,Conventional,Rain-fed,Yes,1,65,5,26,0,0,0,65,51,0,0,37,755,545,1140,0,0,0,2333,2454,2838,1813,740,1554,250,-2.041384,38.082723
F316,Janice Pacheco,Emali,"-1.641416, 37.877205",2023-03-15,Conventional,Rain-fed,Yes,26,70,3,2,42,0,40,20,0,7,17,1,927,623,473,630,420,378,220,200,220,211,137,278,228,-1.641416,37.877205
F317,Colleen Howard,Thange,"-2.295017, 37.386524",2020-01-30,Conventional,Rain-fed,No,0,37,17,0,6,18,11,8,24,0,0,0,959,647,868,780,762,672,1136,632,928,0,0,0,121,-2.295017,37.386524
F318,Michelle Peterson,Makindu,"-2.33794, 37.660914",2020-04-26,Conventional,Irrigated,Yes,24,50,2,3,51,1,0,61,52,0,0,0,328,312,434,379,642,439,2057,3454,1969,0,0,0,244,-2.33794,37.660914
F319,Travis Cruz,Mtito Andei,"-1.248518, 37.471747",2022-01-13,Organic,Irrigated,No,17,4,17,9,13,5,0,0,0,0,0,13,732,906,784,240,274,271,0,0,0,520,533,546,78,-1.248518,37.471747
F320,Ronald Jones DDS,Kathonzweni,"-1.958184, 37.793916",2022-01-01,Conventional,Rain-fed,No,24,0,12,1,11,9,26,3,11,0,0,0,588,240,516,382,518,575,277,458,356,0,0,0,97,-1.958184,37.793916
F321,Samantha Green,Kilungu,"-1.745564, 38.095258",2022-12-24,Organic,Rain-fed,Yes,31,0,53,38,0,0,14,33,18,0,6,0,2332,1060,2067,0,0,0,1071,1077,1125,78,54,36,193,-1.745564,38.095258
F322,Wesley Nelson,Kitise,"-1.871715, 38.014201",2021-07-10,Organic,Irrigated,No,0,9,53,39,26,6,0,26,0,6,7,1,2617,2113,2678,324,294,594,312,338,234,134,127,83,173,-1.871715,38.014201
F323,Kenneth Holland,Kilungu,"-2.238691, 37.585517",2020-09-22,Organic,Rain-fed,Yes,51,1,19,7,0,0,22,21,3,0,0,0,750,601,405,0,0,0,360,207,312,0,0,0,124,-2.238691,37.585517
F324,Samuel Hudson,Kathonzweni,"-1.743446, 37.527404",2021-04-06,Conventional,Rain-fed,No,9,28,22,13,3,0,24,3,8,0,0,0,1060,842,580,36,36,33,367,221,374,0,0,0,110,-1.743446,37.527404
F325,Matthew Chavez,Nguu,"-1.400568, 37.306027",2025-12-30,Organic,Rain-fed,Yes,42,47,24,33,50,21,27,0,0,0,6,0,1431,1451,1139,1006,804,1245,0,0,0,78,90,48,250,-1.400568,37.306027
F326,Donna Knight DDS,Kitise,"-1.992538, 37.786171",2021-11-01,Organic,Rain-fed,No,6,0,13,25,0,0,16,25,11,18,2,0,351,416,429,0,0,0,914,600,528,26,28,28,116,-1.992538,37.786171
F327,Nicholas Morrison,Nguu,"-2.260971, 37.557074",2020-06-01,Conventional,Rain-fed,No,11,0,27,0,8,7,12,0,16,0,1,10,756,621,756,196,265,329,496,720,672,295,465,384,92,-2.260971,37.557074
F328,Michael Clarke,Ukia,"-1.526665, 38.038757",2025-04-12,Organic,Rain-fed,Yes,0,9,5,3,17,13,27,29,0,30,7,3,336,321,254,629,379,832,290,203,348,212,167,177,143,-1.526665,38.038757
F329,Christopher Nelson,Kitise,"-1.646605, 37.728057",2021-07-21,Conventional,Rain-fed,Yes,3,22,31,0,39,18,12,0,36,0,15,6,1403,1508,999,888,1143,1242,1656,864,1764,369,459,489,182,-1.646605,37.728057
F330,Michael Goodman,Makindu,"-1.922394, 37.56862",2021-06-16,Organic,Rain-fed,Yes,23,0,20,9,27,0,15,3,14,16,0,0,460,880,400,135,135,324,333,731,716,0,0,0,127,-1.922394,37.56862
F331,Peter Fischer,Nguu,"-2.318983, 37.244759",2023-09-05,Organic,Irrigated,No,38,0,0,11,0,10,11,11,21,0,0,0,0,0,0,420,380,360,793,811,580,0,0,0,102,-2.318983,37.244759
F332,Susan Rodriguez,Kathonzweni,"-2.282776, 37.875848",2024-08-28,Conventional,Irrigated,Yes,19,8,3,0,12,0,2,0,8,0,0,0,225,162,197,84,60,72,360,288,344,0,0,0,52,-2.282776,37.875848
F333,Jill Martinez,Kasikeu,"-1.802112, 38.013073",2025-02-15,Organic,Irrigated,Yes,41,12,10,0,5,1,13,11,19,0,0,0,474,494,450,54,92,89,735,1044,721,0,0,0,112,-1.802112,38.013073
F334,Breanna Thomas,Kibwezi,"-1.928041, 37.543901",2022-02-04,Conventional,Irrigated,No,0,0,0,7,29,27,0,42,26,10,3,19,0,0,0,1414,847,1017,772,1410,1648,787,714,737,163,-1.928041,37.543901
F335,Tyrone Bates,Emali,"-2.485612, 37.817053",2022-01-08,Conventional,Rain-fed,Yes,0,23,0,1,13,7,0,0,0,8,6,10,253,230,322,275,490,400,0,0,0,346,434,390,68,-2.485612,37.817053
F336,Jamie Green,Nziu,"-1.626991, 37.260169",2023-05-31,Organic,Irrigated,Yes,77,0,59,0,0,27,4,25,0,0,0,2,2537,2537,1239,1026,1134,621,125,350,150,78,96,100,194,-1.626991,37.260169
F337,Anna Payne,Kasikeu,"-1.533474, 38.018103",2020-05-02,Organic,Rain-fed,No,3,9,0,13,1,0,4,10,0,6,6,4,90,81,81,8,6,14,70,50,130,152,176,186,56,-1.533474,38.018103
F338,Hannah Gamble,Nzaui,"-2.07322, 38.068283",2021-11-15,Organic,Rain-fed,No,0,0,20,0,13,8,11,0,13,0,0,7,560,440,900,309,341,410,351,325,455,154,301,189,72,-2.07322,38.068283
F339,Mr. John Carr Jr.,Nziu,"-2.180102, 37.591543",2020-04-20,Conventional,Irrigated,Yes,70,40,68,0,23,0,0,17,23,0,0,0,3640,3728,2056,161,115,207,1290,1067,630,0,0,0,241,-2.180102,37.591543
F340,William Dean,Kitise,"-2.196187, 37.543949",2021-05-04,Conventional,Irrigated,Yes,55,23,51,0,12,3,24,0,0,0,0,0,2028,2747,2061,309,231,219,0,0,0,0,0,0,168,-2.196187,37.543949
F341,Elizabeth Taylor,Ukia,"-1.37344, 37.666556",2025-07-26,Organic,Rain-fed,Yes,13,28,51,0,10,13,7,0,3,0,0,0,2024,1601,1458,608,549,592,117,138,81,0,0,0,125,-1.37344,37.666556
F342,Laura Morse,Kasikeu,"-1.493885, 38.027404",2023-04-07,Conventional,Rain-fed,No,0,14,29,18,26,14,0,38,18,30,11,0,1486,1243,763,930,466,652,1034,676,1118,132,66,88,198,-1.493885,38.027404
F343,Jennifer Dickson,Kalawa,"-2.178779, 37.710271",2025-07-17,Organic,Irrigated,Yes,55,0,23,24,15,26,0,16,0,0,0,17,667,483,667,1465,621,1120,128,176,176,459,816,663,176,-2.178779,37.710271
F344,Darlene Ochoa,Kilungu,"-2.300472, 37.365148",2024-07-02,Conventional,Irrigated,No,32,3,0,0,16,28,0,2,16,0,0,0,45,24,24,1076,820,1224,362,414,794,0,0,0,97,-2.300472,37.365148
F345,Peter Simmons,Thange,"-2.120658, 37.915281",2020-04-28,Organic,Irrigated,No,17,0,68,14,0,0,25,54,30,0,0,0,1564,1836,2788,0,0,0,1980,1746,1320,0,0,0,208,-2.120658,37.915281
F346,Jacqueline Williams,Kitise,"-1.418766, 37.292835",2023-10-25,Organic,Rain-fed,No,66,0,13,0,0,0,14,0,17,24,12,0,611,572,572,0,0,0,442,714,578,84,108,132,146,-1.418766,37.292835
F347,Susan Thompson,Kathonzweni,"-1.995792, 37.367112",2022-02-13,Conventional,Irrigated,Yes,0,73,61,0,15,47,12,0,38,0,0,0,3182,3340,2840,1923,1906,2378,798,912,1254,0,0,0,246,-1.995792,37.367112
F348,Johnny Vargas,Mtito Andei,"-1.69351, 37.732656",2021-09-30,Organic,Rain-fed,No,9,50,0,0,12,15,0,16,29,13,0,6,300,500,650,408,567,387,1468,1388,911,240,282,210,150,-1.69351,37.732656
F349,Jessica Morgan,Nguu,"-1.780703, 37.275423",2020-11-06,Organic,Irrigated,Yes,26,0,51,0,33,0,3,21,22,2,13,1,2193,1836,1479,363,198,297,1371,694,1066,121,179,188,172,-1.780703,37.275423
F350,William Abbott,Emali,"-1.917763, 37.788569",2025-04-19,Organic,Irrigated,Yes,0,47,33,25,27,0,0,0,31,0,18,0,2190,1649,1470,135,297,189,1209,1178,1550,216,270,252,181,-1.917763,37.788569
